[INFO] [launch]: All log files can be found below /home/pi/.ros/log/2024-11-27-14-32-28-961733-drone-home-5927
[INFO] [launch]: Default logging verbosity is set to INFO
[WARNING] [imu_publisher-2]: there are now at least 2 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [drive_publisher-3]: there are now at least 3 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [drive_hardware-4]: there are now at least 4 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [visualization-5]: there are now at least 5 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [static_transform_publisher-7]: there are now at least 2 nodes with the name /drone_home1/static_transform_publisher created within this launch context
[INFO] [controller-1]: process started with pid [5933]
[INFO] [imu_publisher-2]: process started with pid [5934]
[INFO] [drive_publisher-3]: process started with pid [5935]
[INFO] [drive_hardware-4]: process started with pid [5936]
[INFO] [visualization-5]: process started with pid [5937]
[INFO] [static_transform_publisher-6]: process started with pid [5938]
[INFO] [static_transform_publisher-7]: process started with pid [5939]
[static_transform_publisher-6] [WARN] [1732735949.133329804] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-7] [WARN] [1732735949.147949812] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-6] [INFO] [1732735949.167890555] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-6] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-6] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-6] from 'map' to 'imu_frame'
[static_transform_publisher-7] [INFO] [1732735949.198802989] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-7] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-7] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-7] from 'map' to 'gps_sensor'
[drive_hardware-4] /usr/lib/python3/dist-packages/gpiozero/output_devices.py:1509: PWMSoftwareFallback: To reduce servo jitter, use the pigpio pin factory.See https://gpiozero.readthedocs.io/en/stable/api_output.html#servo for more info
[drive_publisher-3] [INFO] [1732735953.972949172] [drone_home1.sim]: Sent: -0.7853981633974483, -0.010806946701279602
[drive_publisher-3] [INFO] [1732735953.974447480] [drone_home1.sim]: Sent: -0.7853981633974483, -0.006467263124610982
[drive_publisher-3] [INFO] [1732735953.977664225] [drone_home1.sim]: Sent: -0.7853981633974483, -0.005382342596173347
[drive_publisher-3] [INFO] [1732735953.983689586] [drone_home1.sim]: Sent: -0.7853981633974483, -0.004297421702006191
[drive_publisher-3] [INFO] [1732735953.995490737] [drone_home1.sim]: Sent: -0.7853981633974483, -0.003212501173568556
[drive_publisher-3] [INFO] [1732735954.019246351] [drone_home1.sim]: Sent: -0.7853981633974483, -0.0010426593852342458
[drive_publisher-3] [INFO] [1732735954.021006084] [drone_home1.sim]: Sent: -0.7853981633974483, 0.0
[drive_publisher-3] [INFO] [1732735954.023574165] [drone_home1.sim]: Sent: -0.47992986730250925, 0.0
[drive_publisher-3] [INFO] [1732735954.029426676] [drone_home1.sim]: Sent: -0.47992986730250925, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735954.035578370] [drone_home1.sim]: Sent: 0.033018178082506136, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735954.037041456] [drone_home1.sim]: Sent: 0.033018178082506136, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735954.042908929] [drone_home1.sim]: Sent: 0.0, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735954.044423033] [drone_home1.sim]: Sent: 0.0, 0.021454309520964266
[drive_publisher-3] [INFO] [1732735954.047362798] [drone_home1.sim]: Sent: 0.0, 0.019183544671636514
[drive_publisher-3] [INFO] [1732735954.053358067] [drone_home1.sim]: Sent: 0.0, 0.021454309520964266
[drive_publisher-3] [INFO] [1732735954.133163094] [drone_home1.sim]: Sent: 0.0, 0.021454309520964266
[drive_publisher-3] [INFO] [1732735954.191615978] [drone_home1.sim]: Sent: 0.0, 0.021454309520964266
[drive_publisher-3] [INFO] [1732735954.251201467] [drone_home1.sim]: Sent: 0.0, 0.021454309520964266
[drive_publisher-3] [INFO] [1732735954.319640601] [drone_home1.sim]: Sent: 0.0, 0.021454309520964266
[imu_publisher-2] [INFO] [1732735954.391199073] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735954.892827875] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[drive_publisher-3] [INFO] [1732735955.261007114] [drone_home1.sim]: Sent: 0.0, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735955.293104580] [drone_home1.sim]: Sent: 0.0, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735955.347405222] [drone_home1.sim]: Sent: 0.0, 0.018048162246972636
[imu_publisher-2] [INFO] [1732735955.394456157] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[drive_publisher-3] [INFO] [1732735955.407314321] [drone_home1.sim]: Sent: -0.10394172222994315, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735955.409220387] [drone_home1.sim]: Sent: -0.25348416923882466, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735955.410678176] [drone_home1.sim]: Sent: -0.4243970756931211, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735955.412007615] [drone_home1.sim]: Sent: -0.4243970756931211, 0.01576478265504736
[drive_publisher-3] [INFO] [1732735955.413231017] [drone_home1.sim]: Sent: -0.6038379050953528, 0.01576478265504736
[drive_publisher-3] [INFO] [1732735955.439238306] [drone_home1.sim]: Sent: -0.7640781804774404, 0.01576478265504736
[drive_publisher-3] [INFO] [1732735955.440730392] [drone_home1.sim]: Sent: -0.7640781804774404, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735955.449378464] [drone_home1.sim]: Sent: -0.7853981633974483, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735955.450726051] [drone_home1.sim]: Sent: -0.7853981633974483, 0.01349401780571961
[drive_publisher-3] [INFO] [1732735955.531299778] [drone_home1.sim]: Sent: -0.7853981633974483, 0.01349401780571961
[drive_publisher-3] [INFO] [1732735955.575455485] [drone_home1.sim]: Sent: -0.7853981633974483, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735955.601189202] [drone_home1.sim]: Sent: -0.6337615316030789, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735955.611326953] [drone_home1.sim]: Sent: -0.3346766375853159, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735955.612580465] [drone_home1.sim]: Sent: 0.0, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735955.613618016] [drone_home1.sim]: Sent: 0.0, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735955.621121297] [drone_home1.sim]: Sent: 0.0, 0.020318927096300392
[drive_publisher-3] [INFO] [1732735955.671053071] [drone_home1.sim]: Sent: 0.0, 0.020318927096300392
[drive_publisher-3] [INFO] [1732735955.727392982] [drone_home1.sim]: Sent: 0.0, 0.020318927096300392
[imu_publisher-2] [INFO] [1732735955.895958811] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735956.397873759] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735956.900050428] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735957.402199634] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735957.904217378] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735958.406257733] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735958.908324384] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735959.410406517] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735959.912251854] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735960.414275709] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735960.916251898] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735961.417855366] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735961.919458889] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735962.421096117] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735962.922691862] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735963.424834032] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735963.926982719] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735964.428882019] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735964.930414303] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735965.432018882] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735965.933652683] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735966.435210281] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735966.936735768] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735967.438303440] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735967.940219406] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735968.442601982] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735968.944667707] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735969.446754358] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735969.948746509] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735970.450866290] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735970.953011570] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735971.455051351] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735971.957056706] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735972.459036673] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735972.961137768] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735973.462626051] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732735973.964326760] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:3, mag:0)')
