[INFO] [launch]: All log files can be found below /home/pi/.ros/log/2024-11-25-21-11-17-319329-drone-home-3225
[INFO] [launch]: Default logging verbosity is set to INFO
[WARNING] [imu_publisher-2]: there are now at least 2 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [joy_node-3]: there are now at least 3 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [drive_hardware-4]: there are now at least 4 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [controller-5]: there are now at least 5 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [static_transform_publisher-7]: there are now at least 2 nodes with the name /drone_home1/static_transform_publisher created within this launch context
[INFO] [drive_publisher-1]: process started with pid [3244]
[INFO] [imu_publisher-2]: process started with pid [3245]
[INFO] [joy_node-3]: process started with pid [3246]
[INFO] [drive_hardware-4]: process started with pid [3247]
[INFO] [controller-5]: process started with pid [3248]
[INFO] [static_transform_publisher-6]: process started with pid [3249]
[INFO] [static_transform_publisher-7]: process started with pid [3250]
[static_transform_publisher-6] [WARN] [1732587077.812725990] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-7] [WARN] [1732587077.816003131] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-7] [INFO] [1732587078.180130341] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-7] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-7] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-7] from 'map' to 'gps_sensor'
[static_transform_publisher-6] [INFO] [1732587078.180705031] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-6] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-6] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-6] from 'map' to 'imu_frame'
[drive_hardware-4] /usr/lib/python3/dist-packages/gpiozero/output_devices.py:1509: PWMSoftwareFallback: To reduce servo jitter, use the pigpio pin factory.See https://gpiozero.readthedocs.io/en/stable/api_output.html#servo for more info
[drive_hardware-4]   warnings.warn(PWMSoftwareFallback(
[controller-5] [INFO] [1732587079.451789373] [drone_home1.sim]: Controller running
[imu_publisher-2] [INFO] [1732587080.394582593] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:0, accel:3, mag:0)')
[imu_publisher-2] [INFO] [1732587094.446897210] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587094.948452123] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587095.450426503] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587095.952465835] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587096.454544501] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587096.956549058] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587097.458611567] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587097.960183003] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587098.461804662] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587098.963879077] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587099.465460845] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587099.967553438] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587100.469580704] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587100.971152563] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587101.472729461] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587101.974910987] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587102.476959829] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587102.978565531] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587103.479895492] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587103.981448431] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587104.483044198] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587104.985109567] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587105.487136951] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587105.989119661] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587106.491090591] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587106.992637440] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587107.494208122] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587107.996144416] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587108.498129973] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587109.000170125] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587109.502195006] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587110.004276574] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587110.505877155] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587111.007436332] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587111.509465350] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587112.011570521] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587112.513646281] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587113.015774250] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587113.517347313] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587114.018921462] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587114.520926817] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587115.023000698] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587115.525497292] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587116.027691029] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587116.529751126] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587117.031352256] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587117.532947398] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587118.034950468] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587118.536999221] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587119.038600525] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587119.540120373] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587120.041658418] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587120.543768521] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587121.045818109] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587121.547923384] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587122.050001286] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587122.551719077] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587123.053312585] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587123.554916165] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587124.056968316] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587124.559020607] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587125.061076710] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587125.562956054] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587126.064552498] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587126.565946043] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587127.068004498] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587127.570050601] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587128.072136077] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587128.574167963] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587129.075742024] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587129.577318396] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587130.079299827] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587130.581059002] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587131.082665035] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587131.584150341] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587132.085744795] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:0)')
[imu_publisher-2] [INFO] [1732587132.587314121] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587133.088875099] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587133.590382383] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587134.092007126] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587134.593586353] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587135.095109393] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587135.597122331] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587136.099176846] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587136.601313096] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587137.103380521] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587137.605387321] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587138.107008577] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587138.608592124] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587139.110563685] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587139.612586288] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:1)')
[imu_publisher-2] [INFO] [1732587140.114616015] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587140.616643465] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587141.118615532] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587141.620112966] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587142.121724608] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587142.623865723] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587143.125975421] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587143.628041871] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587144.130076645] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587144.631837611] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587145.133408371] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:1, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587145.634999065] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587146.136582070] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587146.638133256] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587147.139730668] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587147.641234931] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587148.142790312] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587148.644325447] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587149.145898646] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587149.647446088] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587150.149050671] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587150.650621577] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587151.152450605] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:1, mag:2)')
[imu_publisher-2] [INFO] [1732587151.654536334] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587152.156568921] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587152.658590975] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587153.160643061] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587153.662196585] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587154.163758995] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587154.665763169] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587155.167796548] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587155.669814809] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587156.171839516] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587156.673441250] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587157.175094695] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:2, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587157.676899703] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:2)')
[imu_publisher-2] [INFO] [1732587158.178970457] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:3, gyro:3, accel:0, mag:3)')
